today,interviewer,municipality,hh_m/male_infant,hh_m/male_young,hh_m/male_child,hh_m/male_adult,hh_m/male_senior,hh_f/female_infant,hh_f/female_young,hh_f/female_child,hh_f/female_adult,hh_f/female_senior,hh_males,hh_females,hh_total,hh_confirm,land_tenure,single_headed,single_headed_sex,pregnant_lactating,disabled_ill_male,disabled_ill_female,pre_income_primary,pre_income_primary_other,post_income_primary,post_income_primary_other,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,B11,B12,B13,B14,C15,C16,C17,C18,C19,C20,D21,D22,D23,D24,D25,D26,D27,D28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,meta/instanceID,_uuid,_submission_time
12/15/14,John Paul Bascar,PH061902002_CA010,0,0,0,1,0,0,0,1,1,0,1,2,3,OK,free_private,yes,male,0,0,1,agri_worker,n/a,agri_worker,n/a,disagree,disagree,disagree,agree,neither,neither,neither,agree,disagree,neither,neither,agree,agree,agree,neither,agree,neither,agree,agree,agree,neither,neither,neither,neither,neither,disagree,neither,neither,agree,agree,agree,agree,agree,agree,agree,neither,agree,agree,uuid:c2120d0a-0ef1-46dc-942c-e7f50f071920,c2120d0a-0ef1-46dc-942c-e7f50f071920,2014-12-16T15:34:08
12/15/14,John Paul Bascar,PH061902015_CA035,0,1,0,1,0,0,0,0,1,0,2,1,3,OK,free_private,yes,male,1,0,0,agriculture,n/a,agriculture,n/a,disagree,disagree,disagree,disagree,neither,agree,agree,agree,neither,disagree,agree,agree,agree,agree,agree,agree,neither,agree,agree,agree,neither,neither,agree,neither,agree,disagree,na,agree,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:cec4b8b4-9c43-4e4a-9112-67ad8eeaaead,cec4b8b4-9c43-4e4a-9112-67ad8eeaaead,2014-12-16T15:34:09
12/15/14,John Paul Bascar,PH061902014_CA026,0,0,0,3,1,0,0,0,1,0,4,1,5,OK,free_private,no,n/a,0,0,0,agriculture,n/a,agriculture,n/a,disagree,disagree,neither,agree,disagree,agree,agree,agree,neither,neither,agree,agree,agree,agree,agree,agree,neither,agree,agree,agree,neither,neither,agree,agree,neither,neither,neither,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:f48fdc4b-8ebf-41f2-b0fe-462d0b7c7bfc,f48fdc4b-8ebf-41f2-b0fe-462d0b7c7bfc,2014-12-16T15:34:10
12/15/14,John Paul Bascar,PH061902014_CA027,1,0,0,1,0,0,0,1,1,0,2,2,4,OK,free_private,yes,male,0,0,0,agriculture,n/a,agriculture,n/a,disagree,disagree,neither,na,neither,disagree,neither,agree,neither,agree,agree,agree,agree,agree,disagree,agree,neither,agree,agree,agree,neither,neither,neither,agree,agree,neither,na,neither,agree,agree,agree,agree,agree,agree,neither,agree,agree,agree,uuid:71041e4a-4f5e-4d09-a049-522a89ab132c,71041e4a-4f5e-4d09-a049-522a89ab132c,2014-12-16T15:34:11
12/15/14,John Paul Bascar,PH061902020_CA070,0,0,0,1,0,0,0,0,0,0,1,0,1,OK,ancestral_domain,yes,male,0,0,0,agriculture,n/a,agriculture,n/a,disagree,disagree,neither,agree,neither,agree,agree,agree,neither,neither,agree,agree,agree,agree,neither,agree,neither,agree,agree,agree,neither,disagree,na,neither,na,na,na,neither,neither,neither,agree,agree,agree,agree,agree,neither,agree,agree,uuid:941168f7-7f91-4161-bf39-1346c5d655fc,941168f7-7f91-4161-bf39-1346c5d655fc,2014-12-16T15:34:12
12/15/14,John Paul Bascar,PH061902017_CA050,0,1,3,2,0,0,1,3,3,0,6,7,13,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,neither,disagree,neither,na,neither,agree,agree,agree,neither,agree,agree,agree,agree,agree,agree,agree,neither,agree,agree,agree,neither,agree,neither,agree,neither,neither,na,neither,agree,agree,agree,agree,agree,neither,neither,agree,agree,agree,uuid:c490362f-82fb-4074-a3b7-1efb9bd8fd9f,c490362f-82fb-4074-a3b7-1efb9bd8fd9f,2014-12-16T15:34:13
12/15/14,John Paul Bascar,PH061902017_CA051,0,0,0,1,0,0,2,0,1,0,1,3,4,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,disagree,disagree,disagree,agree,disagree,agree,agree,agree,neither,agree,agree,agree,agree,agree,agree,agree,neither,agree,agree,agree,neither,neither,disagree,agree,neither,na,neither,neither,agree,neither,agree,agree,agree,agree,neither,agree,agree,agree,uuid:59e3458d-e8c6-46f0-b383-9552d083b846,59e3458d-e8c6-46f0-b383-9552d083b846,2014-12-16T15:34:14
12/15/14,John Paul Bascar,PH061910005_CA282,0,0,0,1,0,0,0,0,1,0,1,1,2,OK,ancestral_domain,no,n/a,0,0,0,agriculture,n/a,agriculture,n/a,disagree,disagree,disagree,agree,neither,agree,agree,agree,na,agree,agree,agree,agree,agree,neither,neither,neither,neither,neither,neither,neither,na,na,neither,na,neither,neither,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:93890c87-5fe6-483a-836f-becc9f8afafb,93890c87-5fe6-483a-836f-becc9f8afafb,2014-12-16T15:34:15
12/15/14,John Paul Bascar,PH061910005_CA281,0,1,1,1,0,0,0,1,1,0,3,2,5,OK,own_rent,yes,male,0,0,0,agriculture,n/a,agriculture,n/a,disagree,disagree,disagree,na,disagree,agree,agree,agree,neither,agree,agree,agree,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,na,neither,agree,agree,agree,agree,agree,agree,neither,neither,agree,agree,uuid:4d033469-fd8e-467d-844c-6c13ab2cd2a1,4d033469-fd8e-467d-844c-6c13ab2cd2a1,2014-12-16T15:34:16
12/15/14,John Paul Bascar,PH061910005_CA272,0,0,3,1,0,0,0,3,1,0,4,4,8,OK,free_private,no,n/a,0,0,0,agriculture,n/a,agriculture,n/a,disagree,disagree,disagree,na,disagree,agree,agree,agree,neither,neither,agree,agree,agree,agree,agree,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,na,neither,agree,agree,agree,agree,agree,agree,neither,neither,agree,agree,uuid:6b52927c-4f31-48c1-b195-015f3adaa4d7,6b52927c-4f31-48c1-b195-015f3adaa4d7,2014-12-16T15:34:17
12/15/14,John Paul Bascar,PH061910020_CA330,0,0,0,0,0,0,0,0,0,1,0,1,1,OK,free_private,yes,female,0,0,0,agri_worker,n/a,agri_worker,n/a,neither,neither,agree,neither,neither,agree,agree,agree,neither,agree,agree,agree,agree,agree,agree,agree,neither,agree,agree,agree,neither,na,neither,neither,na,neither,na,neither,agree,agree,agree,agree,agree,agree,neither,neither,agree,agree,uuid:2adee7de-d199-4f15-abd0-4d41f425fe0f,2adee7de-d199-4f15-abd0-4d41f425fe0f,2014-12-16T15:34:19
12/15/14,John Paul Bascar,PH061910020_CA331,0,0,2,1,0,0,0,1,1,0,3,2,5,OK,free_private,yes,female,0,1,0,agriculture,n/a,agriculture,n/a,disagree,disagree,neither,na,neither,agree,agree,agree,disagree,neither,agree,agree,agree,agree,neither,agree,neither,agree,neither,neither,neither,neither,neither,neither,neither,neither,na,neither,agree,agree,agree,disagree_strongly,agree,agree,neither,neither,agree,agree,uuid:9f285ee0-31f8-4d9e-b88a-f5e73b793c5b,9f285ee0-31f8-4d9e-b88a-f5e73b793c5b,2014-12-16T15:34:20
12/16/14,John Paul Bascar,PH061909032_CA257,0,0,1,1,0,0,1,2,1,0,2,4,6,OK,free_private,yes,male,0,0,0,agriculture,n/a,agriculture,n/a,disagree,disagree,neither,agree,disagree,disagree,neither,agree,neither,na,agree,agree,agree,agree,na,na,disagree,neither,neither,neither,neither,neither,neither,neither,neither,neither,disagree,neither,agree,neither,agree,agree,neither,agree,agree,neither,agree,agree,uuid:2e65d55a-bc2c-4ee1-bbfb-29906ce1baa2,2e65d55a-bc2c-4ee1-bbfb-29906ce1baa2,2014-12-16T15:34:21
12/16/14,John Paul Bascar,PH061909032_CA259,0,1,0,1,0,1,0,1,1,0,2,3,5,OK,free_private,yes,male,0,0,0,agri_worker,n/a,agri_worker,n/a,neither,disagree,neither,agree,disagree,agree,agree,agree,neither,neither,agree,agree,agree,agree,agree,neither,neither,neither,neither,agree,neither,neither,neither,agree,agree,agree,neither,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:41938af4-5151-4a6a-aee8-313f3575a1a1,41938af4-5151-4a6a-aee8-313f3575a1a1,2014-12-16T15:34:22
12/16/14,John Paul Bascar,PH061909011_CA218,0,0,0,1,0,0,0,0,0,1,1,1,2,OK,free_private,yes,male,0,0,0,agriculture,n/a,agriculture,n/a,disagree,disagree,disagree,na,neither,agree,agree,agree,neither,neither,agree,agree,agree,agree,neither,neither,neither,agree,na,na,agree,disagree,agree,disagree,na,disagree,na,agree,agree,na,agree,agree,agree,agree,agree,agree,agree,agree,uuid:dafef4ce-a28f-4ab0-be93-28a2843eec8d,dafef4ce-a28f-4ab0-be93-28a2843eec8d,2014-12-16T15:34:24
12/16/14,John Paul Bascar,PH061910010_CA300,0,1,1,1,0,0,1,1,1,0,3,3,6,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,agree,disagree,agree,na,neither,agree,agree,agree,na,na,agree,agree,agree,agree,na,na,na,neither,na,na,agree,disagree,na,agree,agree,na,na,agree,agree,agree,agree,agree,agree,agree,agree,neither,agree,agree,uuid:b2fe8712-e03f-4138-9423-a509b0421b87,b2fe8712-e03f-4138-9423-a509b0421b87,2014-12-16T15:34:25
12/16/14,John Paul Bascar,PH061910009_CA288,0,0,1,1,0,0,0,1,1,0,2,2,4,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,disagree,disagree,disagree,agree,disagree,agree,agree,agree,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,neither,agree,agree,agree,agree,agree,agree,agree,neither,agree,agree,agree,uuid:b4c54be7-b9de-4418-84eb-806cbebdb10f,b4c54be7-b9de-4418-84eb-806cbebdb10f,2014-12-16T15:34:26
12/16/14,John Paul Bascar,PH061910009_CA294,0,0,1,1,0,0,0,2,2,1,2,5,7,OK,ancestral_domain,no,n/a,0,0,0,agriculture,n/a,agriculture,n/a,disagree,disagree,disagree,agree,neither,agree,agree,agree,neither,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,neither,agree,agree,agree,uuid:96d38b67-84ec-4b34-a319-7667cf1d79b5,96d38b67-84ec-4b34-a319-7667cf1d79b5,2014-12-16T15:34:27
12/16/14,John Paul Bascar,PH061910009_CA294,0,0,2,1,0,0,0,2,1,0,3,3,6,OK,own_rent,no,n/a,0,0,0,agriculture,n/a,agriculture,n/a,agree,disagree,disagree,agree,neither,agree,agree,agree,na,agree,agree,agree,agree,agree,agree,agree,neither,agree,agree,agree,agree,neither,agree,agree,agree,neither,agree,agree,agree,agree,agree,agree,agree,agree,neither,neither,agree,agree,uuid:14e0478e-cad8-43c7-8f5f-eadb7367cf05,14e0478e-cad8-43c7-8f5f-eadb7367cf05,2014-12-16T15:34:28
12/16/14,John Paul Bascar,PH061910014_CA318,0,0,2,2,1,0,0,0,2,0,5,2,7,OK,own,yes,female,0,1,0,small_business,n/a,small_business,n/a,disagree,disagree,disagree,agree,disagree,agree,agree,agree,na,na,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,neither,agree,agree,agree,agree,neither,agree,agree,agree,agree,agree,agree,agree,neither,agree,agree,agree,uuid:9e701055-4774-4368-9f38-34c1191c9056,9e701055-4774-4368-9f38-34c1191c9056,2014-12-16T15:34:29
12/16/14,John Paul Bascar,PH061910014_CA319,0,0,0,0,0,0,0,0,2,1,0,3,3,OK,own_rent,yes,female,0,0,1,small_business,n/a,agri_worker,n/a,disagree,disagree,disagree,agree,disagree,agree,agree,agree,na,na,agree,agree,agree,agree,agree,agree,neither,agree,agree,agree,agree,agree,agree,agree,na,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:ae36a4f8-a91a-4218-8e16-9990e6c3f086,ae36a4f8-a91a-4218-8e16-9990e6c3f086,2014-12-16T15:34:30
12/16/14,John Paul Bascar,PH061910014_CA317,0,1,0,1,0,0,0,0,1,0,2,1,3,OK,free_private,yes,male,0,0,0,agriculture,n/a,agriculture,n/a,neither,disagree,agree,agree,neither,agree,agree,agree,na,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:ca5158f6-9cc9-43c7-a62a-0af75c2f64e7,ca5158f6-9cc9-43c7-a62a-0af75c2f64e7,2014-12-16T15:34:31
12/16/14,ELEANOR TAFALLA,PH060401010_AK078,0,1,1,0,0,0,0,0,1,0,2,1,3,OK,own,no,n/a,0,0,0,small_business,n/a,other,House wife,disagree,disagree,agree,na,agree,agree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,agree,agree,agree,agree,disagree,neither,disagree,agree,agree,agree,agree,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:542f3da9-222c-4ff0-a13c-b9a7a77fba96,542f3da9-222c-4ff0-a13c-b9a7a77fba96,2014-12-17T09:23:26
12/16/14,ELEANOR TAFALLA,PH060401010_AK074,0,2,1,1,0,0,1,0,1,0,4,2,6,OK,free_private,no,n/a,0,0,0,fishing,n/a,fishing,n/a,disagree,disagree,disagree,na,disagree,agree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,agree,agree,agree,agree,disagree,disagree,neither,disagree,neither,agree,neither,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:ea002be6-bb0f-4222-b5cc-84bc3959b5c1,ea002be6-bb0f-4222-b5cc-84bc3959b5c1,2014-12-17T09:23:27
12/16/14,FRANZ CARPIO,PH060401010_AK075,0,0,1,1,0,0,0,1,1,0,2,2,4,OK,free_private,no,n/a,0,0,0,fishing,n/a,fishing,n/a,agree,disagree,neither,neither,disagree,agree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,agree,agree,agree,agree,neither,agree,agree,na,neither,agree,agree,neither,neither,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:d72dba6b-3d2b-4c23-8429-769839f9525b,d72dba6b-3d2b-4c23-8429-769839f9525b,2014-12-17T09:23:28
12/16/14,GAY BERDONES,PH060401010_AK080,0,0,0,7,0,0,0,0,3,0,7,3,10,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,disagree_strongly,disagree_strongly,agree,neither,disagree,agree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,agree,agree,neither,neither,disagree,neither,agree,na,neither,agree,na,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:0093052d-d21f-4998-9982-71fb8f292a02,0093052d-d21f-4998-9982-71fb8f292a02,2014-12-17T09:23:29
12/16/14,FRANZ CARPIO,PH060401010_AK073,0,0,0,3,0,0,0,0,3,1,3,4,7,OK,free_private,yes,female,0,0,0,other,Labandera,other,Labandera,disagree_strongly,disagree_strongly,disagree,disagree,disagree,agree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,agree,agree,neither,disagree,disagree,disagree,agree,na,neither,neither,na,neither,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:f4262b6a-f1f8-46e0-a1b7-48b94e2e5ae8,f4262b6a-f1f8-46e0-a1b7-48b94e2e5ae8,2014-12-17T09:23:30
12/16/14,JAMES PAUL CARILLO,PH060401010_AK092,0,0,0,1,0,0,3,0,1,0,1,4,5,OK,own,no,n/a,0,0,0,small_business,n/a,small_business,n/a,neither,disagree,agree,na,agree,agree,agree,agree,disagree,agree,disagree,disagree,disagree,disagree,agree,agree,neither,agree,disagree,neither,agree,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:a494e6c3-5112-4d1c-9c50-b64af60cdea7,a494e6c3-5112-4d1c-9c50-b64af60cdea7,2014-12-17T09:23:30
12/16/14,FRANZ CARPIO,PH060401010_AK076,0,2,1,1,0,0,0,0,1,0,4,1,5,OK,own,no,n/a,1,0,0,fishing,n/a,fishing,n/a,neither,disagree,agree,agree,neither,agree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,agree,agree,agree,agree,disagree,neither,agree,na,disagree,disagree,disagree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:0274edcb-a73e-4224-a3db-e12b87238029,0274edcb-a73e-4224-a3db-e12b87238029,2014-12-17T09:23:31
12/16/14,EZRA CRIS REGIMEN,PH060401010_AK091,0,1,1,1,0,0,2,1,1,0,3,4,7,OK,own_rent,yes,male,0,0,0,daily_wage,n/a,daily_wage,n/a,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree_strongly,agree,agree,agree,agree,agree,agree,agree,agree,disagree,na,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:2c9b4511-9fbd-4071-a4ca-c3c172939c70,2c9b4511-9fbd-4071-a4ca-c3c172939c70,2014-12-17T09:23:32
12/16/14,EZRA CRIS REGIMEN,PH060401010_AK085,0,0,2,1,0,0,0,1,1,0,3,2,5,OK,own_rent,yes,male,0,0,0,livestock_poultry,n/a,agriculture,n/a,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree_strongly,agree,agree,agree,agree,agree,agree,neither,agree,disagree,agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:7925dbde-d709-415f-8901-dc6122ef5e2f,7925dbde-d709-415f-8901-dc6122ef5e2f,2014-12-17T09:23:33
12/16/14,EZRA CRIS REGIMEN,PH060401010_AK086,0,0,0,1,0,0,1,0,1,0,1,2,3,OK,own_rent,yes,male,0,0,0,fishing,n/a,daily_wage,n/a,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree_strongly,agree,agree,agree,agree,agree,agree,agree,agree,disagree,na,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:a565f3ad-6de7-411c-95a7-c065c6e1b8fb,a565f3ad-6de7-411c-95a7-c065c6e1b8fb,2014-12-17T09:23:34
12/16/14,EZRA CRIS REGIMEN,PH060401010_AK089,0,1,0,1,0,0,1,1,0,0,2,2,4,OK,own_rent,yes,male,0,0,0,agriculture,n/a,agriculture,n/a,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree_strongly,agree,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:5a4da80a-a42f-46be-bc1e-3f4d298f850f,5a4da80a-a42f-46be-bc1e-3f4d298f850f,2014-12-17T09:23:35
12/16/14,EZRA CRIS REGIMEN,PH060401010_AK068,0,0,2,0,0,0,0,1,1,0,2,2,4,OK,own,yes,female,0,0,0,agriculture,n/a,agriculture,n/a,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree_strongly,agree,agree,agree,agree,agree,agree,agree,agree,disagree,na,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree_strongly,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:49e84a9c-20fb-41c9-8b26-3601e1391bcf,49e84a9c-20fb-41c9-8b26-3601e1391bcf,2014-12-17T09:23:37
12/16/14,MAYLYN MIQUE,PH060401010_AK079,0,3,1,1,0,0,0,0,1,0,5,1,6,OK,free_private,no,n/a,1,1,0,agri_worker,n/a,agriculture,n/a,neither,neither,neither,disagree,neither,agree,neither,agree,neither,agree,agree,agree,disagree,disagree,agree,agree,agree,agree,agree,agree,neither,neither,na,neither,agree,na,na,agree,agree,neither,agree,agree,neither,neither,neither,agree,agree,agree,uuid:5f4f050b-fd3c-4abc-af09-55cceb512a15,5f4f050b-fd3c-4abc-af09-55cceb512a15,2014-12-17T09:24:19
12/16/14,MAYLYN MIQUE,PH060401010_AK083,0,0,0,1,1,0,0,0,1,1,2,2,4,OK,own,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,neither,neither,agree,neither,neither,agree,neither,agree,unsure,neither,neither,agree,disagree,na,agree,agree,disagree,disagree,disagree,disagree,neither,na,agree,neither,na,neither,neither,agree,disagree,neither,neither,agree,neither,neither,neither,agree_strongly,unsure,neither,uuid:a59772fc-3b48-4bd7-9b14-88f7f188277b,a59772fc-3b48-4bd7-9b14-88f7f188277b,2014-12-17T09:24:20
12/16/14,MAYLYN MIQUE,PH060401010_AK070,0,1,3,1,1,0,0,0,1,0,6,1,7,OK,own_rent,no,n/a,0,0,0,agriculture,n/a,agriculture,n/a,neither,neither,neither,agree,neither,agree,neither,agree,neither,neither,neither,neither,na,na,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,unsure,agree,agree,agree,agree,agree,agree,agree,agree,uuid:a716e85f-bc10-4b17-851a-ee10459f505b,a716e85f-bc10-4b17-851a-ee10459f505b,2014-12-17T09:24:20
12/16/14,MAYLYN MIQUE,PH060401010_AK069,0,0,2,1,0,0,0,1,0,0,3,1,4,OK,own,yes,male,0,0,0,skilled_labor,n/a,skilled_labor,n/a,neither,neither,disagree,agree,neither,agree,agree,agree,agree,agree,neither,neither,neither,neither,neither,neither,disagree,neither,neither,neither,agree,neither,na,agree,agree,neither,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree_strongly,agree,agree,uuid:5bf59dfe-86a6-45e8-9e57-992dd6262950,5bf59dfe-86a6-45e8-9e57-992dd6262950,2014-12-17T09:24:21
12/16/14,MAYLYN MIQUE,PH060401010_AK082,0,0,0,2,0,0,0,0,3,0,2,3,5,OK,free_private,no,n/a,0,0,0,other,Talabahan,other,Labada,neither,agree,neither,neither,neither,agree,agree,agree,agree,agree,disagree,neither,disagree,neither,neither,agree,neither,neither,neither,neither,agree,agree,agree,agree,neither,neither,neither,agree,neither,neither,agree,agree,agree,agree,neither,agree_strongly,agree,agree,uuid:0d2c0e76-10e7-4637-abb2-122eeb2d2aa9,0d2c0e76-10e7-4637-abb2-122eeb2d2aa9,2014-12-17T09:24:22
12/16/14,MAYLYN MIQUE,PH060401010_AK067,0,0,0,1,0,0,1,0,3,0,1,4,5,OK,free_private,no,n/a,0,0,0,fishing,n/a,fishing,n/a,neither,agree,agree,agree,neither,agree,agree,agree_strongly,unsure,agree,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,agree,neither,agree,agree,na,neither,neither,neither,neither,neither,neither,agree,agree,unsure,neither,agree_strongly,neither,agree,uuid:8b43768c-c621-4657-a184-fcd01fb51ea9,8b43768c-c621-4657-a184-fcd01fb51ea9,2014-12-17T09:24:23
12/16/14,MAYLYN MIQUE,PH060401010_AK094,0,0,0,1,0,1,0,2,2,0,1,5,6,OK,free_govt,no,n/a,0,0,0,other,Talabahan,other,Talabahan,neither,agree,neither,agree,neither,agree,agree,agree_strongly,agree,agree,agree,agree,neither,neither,agree,agree,neither,neither,neither,neither,agree,neither,agree,neither,agree,neither,neither,neither,agree,neither,agree,agree,agree,neither,neither,agree_strongly,agree,agree,uuid:6cebc67a-9b38-4f99-9d94-aa41a59f1cc2,6cebc67a-9b38-4f99-9d94-aa41a59f1cc2,2014-12-17T09:24:24
12/17/14,FRANZ CARPIO,PH060401007_AK052,0,0,1,1,0,0,0,4,1,0,2,5,7,OK,own_rent,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,disagree_strongly,neither,disagree,disagree,disagree,agree,agree,agree,agree,neither,disagree,agree,na,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:b580494c-d998-478d-a253-65e77a0ec228,b580494c-d998-478d-a253-65e77a0ec228,2014-12-17T09:24:25
12/17/14,FRANZ CARPIO,PH060401007_AK048,0,0,1,1,0,0,0,1,1,0,2,2,4,OK,own_rent,no,n/a,0,0,0,agriculture,n/a,agriculture,n/a,agree,disagree,agree,disagree,agree,agree,agree,agree,agree,agree,disagree,disagree,agree,agree,agree,agree,agree,agree,neither,agree,agree,na,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:b5ee1d6c-2a50-4ae2-8f08-7ee119fbe375,b5ee1d6c-2a50-4ae2-8f08-7ee119fbe375,2014-12-17T09:26:17
12/17/14,ELEANOR TAFALLA,PH060401007_AK049,0,0,0,7,0,0,0,3,3,0,7,6,13,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,disagree,disagree_strongly,agree,na,agree,agree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,agree,agree,neither,neither,neither,neither,agree,na,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:e589259f-63a2-42f9-90ae-6a8b3d239be8,e589259f-63a2-42f9-90ae-6a8b3d239be8,2014-12-17T09:26:18
12/17/14,ELEANOR TAFALLA,PH060401007_AK050,0,0,2,7,0,0,1,0,1,0,9,2,11,OK,own_rent,no,n/a,0,0,0,agriculture,n/a,agriculture,n/a,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,agree,agree,agree,agree,neither,neither,agree,na,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:bb2730e7-28da-4378-bd7c-0541218f58df,bb2730e7-28da-4378-bd7c-0541218f58df,2014-12-17T09:26:19
12/17/14,REN ROSE VIDAL,PH060401007_AK051,0,0,1,1,0,0,0,1,1,0,2,2,4,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,disagree,disagree_strongly,agree,na,neither,agree,agree,agree,agree,agree,agree,agree,neither,agree,agree,agree,agree,agree,neither,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:d1513b38-5f1e-4768-9386-2e7a8841915f,d1513b38-5f1e-4768-9386-2e7a8841915f,2014-12-17T09:26:20
12/17/14,ELEANOR TAFALLA,PH060401007_AK053,0,0,0,1,0,1,0,0,1,0,1,2,3,OK,own_rent,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,disagree,disagree_strongly,disagree,agree,neither,agree,agree,agree,disagree,agree,disagree,disagree,disagree,disagree,agree,agree,disagree,neither,neither,neither,agree,na,agree,agree,na,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:dac1efb3-30d0-4967-ad90-63de836848de,dac1efb3-30d0-4967-ad90-63de836848de,2014-12-17T09:26:21
12/17/14,FRANZ CARPIO,PH060401007_AK047,0,0,0,3,1,0,0,1,5,0,4,6,10,OK,free_private,yes,male,0,0,0,agri_worker,n/a,agri_worker,n/a,agree,disagree,disagree,na,disagree,agree,agree,agree,disagree,agree,disagree,disagree,disagree,disagree,agree,agree,neither,agree,neither,neither,agree,na,agree,agree,na,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:1346b5dc-3d28-4685-a483-c1aa3e968aab,1346b5dc-3d28-4685-a483-c1aa3e968aab,2014-12-17T09:26:21
